PT코드,차단단위수,단독차단수,예시_굿즈명,WMS_sync_parts,Sincerely_규격_참고,분류,규격_입력(가로x세로x높이mm)
PT2554,12,0,애드온뱃지,존재(규격공백),,실측필요,
PT0879,12,0,매트블랙텀블러,부재(레코드추가),265x65,2D_P1파서필요,
PT2403,12,0,매트블랙텀블러,존재(규격공백),,실측필요,
PT3694,11,9,Open페이퍼박스(스탠다드),존재(규격공백),,실측필요,
PT2911,11,4,하이킹폴딩방석,부재(레코드추가),385x290,2D_P1파서필요,
PT5149,11,2,클로저휴대폰스트랩(블리스터),존재(규격공백),,실측필요,
PT3387,11,1,시그니처다이어리(블랙),존재(규격공백),,실측필요,
PT4880,11,1,킵세이프마그넷배터리Slim,존재(규격공백),,실측필요,
PT3237,11,1,Solid스탠다드G형박스(M사이즈),존재(규격공백),,실측필요,
PT4618,11,1,카드트레이피규어세트,부재(레코드추가),,실측필요,
PT1132,11,0,스타일수면안대,부재(레코드추가),,실측필요,
PT3627,11,0,스타일수면안대,존재(규격공백),,실측필요,
PT1130,11,0,스타일수면안대,부재(레코드추가),200x87,2D_P1파서필요,
PT3154,11,0,미니멀스텐머그,존재(규격공백),,실측필요,
PT1676,11,0,톤앤톤쿨러백(단품),부재(레코드추가),"300x300x145
(크로스 스트랩
:30x138)",3D_복사가능,
PT4271,11,0,베이직도킹형보조배터리,존재(규격공백),,실측필요,
PT4273,11,0,베이직도킹형보조배터리,존재(규격공백),,실측필요,
PT1751,11,0,브랜드스트랩단우산,존재(규격공백),,실측필요,
PT4680,10,4,밸류무선충전마우스패드,부재(레코드추가),,실측필요,
PT5079,10,4,밸류메모큐브(S),부재(레코드추가),,실측필요,
PT2960,10,2,아이콘펜,존재(규격공백),,실측필요,
PT5276,10,2,스테이텀블러,존재(규격공백),,실측필요,
PT3286,10,2,올웨이즈양우산,부재(레코드추가),,실측필요,
PT5083,10,2,월드와이드멀티어댑터,부재(레코드추가),,실측필요,
PT4814,10,2,칠링패드냉각선풍기,존재(규격공백),,실측필요,
PT1029,10,1,브랜드-잇,부재(레코드추가),80x81 펼침 81*168,3D_복사가능,
PT3463,10,1,스탠드-업칫솔,부재(레코드추가),,실측필요,
PT4659,10,1,베이직무선충전마우스패드[1],부재(레코드추가),,실측필요,
PT1027,10,1,브랜드-잇,부재(레코드추가),80x81 펼침 81*168,3D_복사가능,
PT4945,10,1,어드벤스3단자동우산,부재(레코드추가),,실측필요,
PT4249,10,1,베이직도킹형보조배터리,부재(레코드추가),,실측필요,
PT4970,10,1,어드벤스3단자동우산,존재(규격공백),,실측필요,
PT5153,10,1,클로저휴대폰스트랩(블리스터),존재(규격공백),,실측필요,
PT4969,10,0,브릭메모&캘린더스탠드,부재(레코드추가),,실측필요,
PT4875,10,0,킵세이프마그넷배터리Slim,존재(규격공백),,실측필요,
PT4689,10,0,베이직무선충전마우스패드[1],존재(규격공백),,실측필요,
PT4690,10,0,베이직무선충전마우스패드[1],존재(규격공백),,실측필요,
PT1677,10,0,톤앤톤쿨러백(단품),부재(레코드추가),최대220x185,2D_P1파서필요,
PT3751,10,0,톤앤톤쿨러백(단품),존재(규격공백),,실측필요,
PT5037,10,0,시그니처다이어리(그레이),존재(규격공백),,실측필요,
PT4184,9,5,홀리데이네임택,존재(규격공백),,실측필요,
PT0883,9,4,매트블랙텀블러,부재(레코드추가),,실측필요,
PT4115,9,3,프라임폴더블멀티충전기,존재(규격공백),,실측필요,
PT5076,9,3,밸류메모큐브(M),부재(레코드추가),,실측필요,
PT4442,9,2,에센셜와인오프너세트,부재(레코드추가),,실측필요,
PT4739,9,2,월드와이드멀티어댑터,부재(레코드추가),,실측필요,
PT5222,9,2,아이덴티티스티커팩,부재(레코드추가),"100 x 175 mm
접었을때 100 x 140mm",3D_복사가능,
PT5052,9,2,브랜디드 피규어 키링,부재(레코드추가),,실측필요,
PT3791,9,1,아이콘펜,부재(레코드추가),,실측필요,
PT3721,9,1,아이콘펜,존재(규격공백),,실측필요,
PT4854,9,1,아이콘케이블홀더세트,존재(규격공백),,실측필요,
PT4841,9,1,아이콘케이블홀더세트,부재(레코드추가),,실측필요,
PT4235,9,1,베이직도킹형보조배터리,부재(레코드추가),,실측필요,
PT4194,9,1,하이업노트북폴딩스탠드,존재(규격공백),,실측필요,
PT5397,9,1,슬림 터보선풍기,존재(규격공백),,실측필요,
PT4569,9,0,브랜드팝클리어키링,부재(레코드추가),76x163,2D_P1파서필요,
PT1906,9,0,브랜드-잇,부재(레코드추가),,실측필요,
PT3150,9,0,미니멀스텐머그,부재(레코드추가),,실측필요,
PT4416,9,0,스탠리데일리텀블러,존재(규격공백),,실측필요,
PT2435,9,0,톤앤톤쿨러백(단품),존재(규격공백),,실측필요,
PT1678,9,0,톤앤톤쿨러백(단품),부재(레코드추가),,실측필요,
PT5254,9,0,스테이텀블러[1],부재(레코드추가),,실측필요,
PT4106,8,4,홀리데이네임택,부재(레코드추가),70x108,2D_P1파서필요,
PT0835,8,3,레더스킨다이어리(표준),부재(레코드추가),,실측필요,
PT4601,8,3,포켓마켓백,부재(레코드추가),백 310x490mm/ 포켓 60x70mm(고리제외),3D_복사가능,
PT3681,8,3,브랜드스트랩단우산,존재(규격공백),,실측필요,
PT3726,8,3,스타트씨드키트,존재(규격공백),,실측필요,
PT2685,8,2,미르(MiiR)텀블러,부재(레코드추가),,실측필요,
PT4699,8,2,밸류무선충전마우스패드,존재(규격공백),,실측필요,
PT2233,8,2,브랜디드노트북백_추가제작,부재(레코드추가),,실측필요,
PT2915,8,2,하이킹폴딩방석,부재(레코드추가),,실측필요,
PT3651,8,2,그래픽에코백,존재(규격공백),,실측필요,
PT5223,8,2,아이덴티티스티커팩,부재(레코드추가),110x160+40mm,3D_복사가능,
PT4566,8,1,브랜드팝클리어키링,부재(레코드추가),,실측필요,
PT0850,8,1,로고스트랩파우치(키트),부재(레코드추가),,실측필요,
PT2018,8,1,컬러풀노트패드(블랙),부재(레코드추가),,실측필요,
PT1461,8,1,올블랙펜,부재(레코드추가),,실측필요,
PT4966,8,1,브릭스탠드멀티충전스테이션,존재(규격공백),,실측필요,
PT4472,8,1,브랜디드피규어키링,부재(레코드추가),16x16,2D_P1파서필요,
PT1452,8,1,오피스마우스패드(스탠다드),부재(레코드추가),230x190,2D_P1파서필요,
PT4794,8,1,월드와이드멀티어댑터,존재(규격공백),,실측필요,
PT5228,8,1,브릭메모&캘린더스탠드,부재(레코드추가),90x130mm,2D_P1파서필요,
PT5229,8,1,브릭메모&캘린더스탠드2.0,부재(레코드추가),,실측필요,
PT5260,8,1,컴포트스텐머그,부재(레코드추가),Ø85 x H138 mm (용량 475ml),3D_복사가능,
PT5256,8,1,스테이텀블러,부재(레코드추가),Ø81 x H166 mm (용량 473ml),3D_복사가능,
PT4568,8,0,브랜드팝클리어키링,부재(레코드추가),최대 50x70mm,2D_P1파서필요,
PT4835,8,0,Solid커스텀G형박스(S사이즈),존재(규격공백),,실측필요,
PT4848,8,0,아이콘케이블홀더세트,존재(규격공백),,실측필요,
PT1860,8,0,브랜드-잇,부재(레코드추가),,실측필요,
PT2497,8,0,데스크테리어매트(대형),존재(규격공백),,실측필요,
PT3750,8,0,데스크테리어매트(대형),존재(규격공백),,실측필요,
PT2058,8,0,데스크테리어매트(대형),부재(레코드추가),,실측필요,
PT4167,8,0,하이업노트북폴딩스탠드,부재(레코드추가),,실측필요,
PT4183,8,0,하이업노트북폴딩스탠드,존재(규격공백),,실측필요,
PT4159,8,0,하이업노트북폴딩스탠드,부재(레코드추가),,실측필요,
PT3624,8,0,더블업트래블파우치(Small)_단품,존재(규격공백),,실측필요,
PT4747,8,0,임팩트슬로건타월,부재(레코드추가),,실측필요,
PT4755,8,0,칠링패드냉각선풍기,존재(규격공백),,실측필요,
PT3857,7,3,미스트워터보틀,부재(레코드추가),,실측필요,
PT4029,7,3,데일리짐색(키트),부재(레코드추가),340x435,2D_P1파서필요,
PT4885,7,3,챔피언피규어트로피,부재(레코드추가),부품별로 상이,기타참고,
PT3614,7,2,프라우드메모패드(블랙),존재(규격공백),,실측필요,
PT1902,7,2,페이퍼샤쉐,부재(레코드추가),,실측필요,
PT4362,7,2,Motion스탠다드박스(Small),존재(규격공백),,실측필요,
PT4300,7,2,트리플컬러펜∣JETSTREAM,부재(레코드추가),,실측필요,
PT4365,7,1,풀커버스티치노트(300개초과),부재(레코드추가),276x200(펼침면기준),2D_P1파서필요,
PT0561,7,1,Raw코튼파우치(L/XL사이즈),부재(레코드추가),,실측필요,
PT4912,7,1,파워업PD충전기65W,부재(레코드추가),,실측필요,
PT3743,7,1,디자이너노트,존재(규격공백),,실측필요,
PT4816,7,1,HighLight슬라이드지퍼백(1000개미만),존재(규격공백),,실측필요,
PT3616,7,1,굿이너프비치타월(300개이하),존재(규격공백),,실측필요,
PT5273,7,1,컴포트스텐머그,부재(레코드추가),,실측필요,
PT3606,7,1,밸류메모큐브(S),존재(규격공백),,실측필요,
PT4827,7,1,칠링패드냉각선풍기,부재(레코드추가),,실측필요,
PT3162,7,1,포시즌 티셔츠,부재(레코드추가),베이직 라운드 티셔츠,기타참고,
PT3699,7,1,포시즌 티셔츠,존재(규격공백),,실측필요,
PT4487,7,0,에센셜와인오프너세트,존재(규격공백),,실측필요,
PT4443,7,0,에센셜와인오프너세트,부재(레코드추가),,실측필요,
PT3654,7,0,올블랙펜,존재(규격공백),,실측필요,
PT3744,7,0,컬러풀노트패드(블랙),존재(규격공백),,실측필요,
PT4710,7,0,브릭스탠드멀티충전스테이션,존재(규격공백),,실측필요,
PT4950,7,0,브릭스탠드멀티충전스테이션,부재(레코드추가),,실측필요,
PT4953,7,0,브릭스탠드멀티충전스테이션,존재(규격공백),,실측필요,
PT3760,7,0,하이킹폴딩방석,존재(규격공백),,실측필요,
PT0699,7,0,그립잇,부재(레코드추가),79X79,2D_P1파서필요,
PT2901,7,0,그립잇,부재(레코드추가),,실측필요,
PT0701,7,0,그립잇,부재(레코드추가),90x90+40,3D_복사가능,
PT1451,7,0,오피스마우스패드(스탠다드),부재(레코드추가),,실측필요,
PT3702,7,0,오피스마우스패드(스탠다드),존재(규격공백),,실측필요,
PT3629,7,0,액티브스포츠타월,존재(규격공백),,실측필요,
PT5105,7,0,킵세이프마그넷배터리Max,부재(레코드추가),,실측필요,
PT5135,7,0,커넥트6in1케이블키트,부재(레코드추가),95x15,2D_P1파서필요,
PT1053,7,0,굿이너프비치타월(300개이하),부재(레코드추가),,실측필요,
PT2056,7,0,데스크테리어매트(기본형),부재(레코드추가),780x300x4T,3D_복사가능,
PT5231,7,0,브릭메모&캘린더스탠드2.0,존재(규격공백),,실측필요,
PT4829,7,0,칠링패드냉각선풍기,존재(규격공백),,실측필요,
PT5055,7,0,브랜디드 피규어 키링,부재(레코드추가),,실측필요,
PT5398,7,0,슬림 터보선풍기,존재(규격공백),,실측필요,
PT5184,6,5,아너월넛트로피,존재(규격공백),,실측필요,
PT3666,6,5,센텐스펜[1],존재(규격공백),,실측필요,
PT3165,6,4,포시즌티셔츠[1],부재(레코드추가),,실측필요,
PT2597,6,2,프라우드투톤명함지갑(레디메이드),부재(레코드추가),,실측필요,
PT3659,6,2,포시즌블랭킷(일반담요),존재(규격공백),,실측필요,
PT5233,6,2,미니어처NFC키링,부재(레코드추가),69x110mm,2D_P1파서필요,
PT2440,6,1,베케이션여권케이스,부재(레코드추가),,실측필요,
PT1715,6,1,페이퍼샤쉐,부재(레코드추가),80x80  펼침 110*195,3D_복사가능,
PT1233,6,1,시그니처다이어리(블랙),부재(레코드추가),,실측필요,
PT3904,6,1,리멤버탁상시계,부재(레코드추가),,실측필요,
PT0864,6,1,릴리프눈마사지기,부재(레코드추가),202x95x77,3D_복사가능,
PT0504,6,1,미르(MiiR)텀블러,부재(레코드추가),,실측필요,
PT4102,6,1,와이드클립펜,부재(레코드추가),,실측필요,
PT3136,6,1,포켓마켓백,부재(레코드추가),,실측필요,
PT3732,6,1,포켓마켓백,존재(규격공백),,실측필요,
PT4746,6,1,임팩트슬로건타월,부재(레코드추가),,실측필요,
PT5235,6,1,미니어처NFC키링,부재(레코드추가),80x130mm,2D_P1파서필요,
PT3280,6,1,액티브스포츠타월,부재(레코드추가),,실측필요,
PT1360,6,1,애드온 뱃지 [1],부재(레코드추가),20x20이내,2D_P1파서필요,
PT5393,6,1,슬림 터보선풍기,부재(레코드추가),,실측필요,
PT4609,6,0,브랜드팝클리어키링,존재(규격공백),,실측필요,
PT4370,6,0,풀커버스티치노트(300개초과),부재(레코드추가),,실측필요,
PT4379,6,0,풀커버스티치노트(300개초과),존재(규격공백),,실측필요,
PT4367,6,0,풀커버스티치노트(300개초과),부재(레코드추가),276x200(펼침면기준),2D_P1파서필요,
PT3640,6,0,Raw코튼파우치(L/XL사이즈),존재(규격공백),,실측필요,
PT2484,6,0,Raw코튼파우치(L/XL사이즈),존재(규격공백),,실측필요,
PT4915,6,0,파워업PD충전기65W,존재(규격공백),,실측필요,
PT3790,6,0,아이콘펜,존재(규격공백),,실측필요,
PT4298,6,0,아이콘펜,부재(레코드추가),,실측필요,
PT3661,6,0,페이퍼샤쉐,존재(규격공백),,실측필요,
PT0776,6,0,디자이너노트,부재(레코드추가),138x200mm,2D_P1파서필요,
PT3711,6,0,노트북스탠드패드,존재(규격공백),,실측필요,
PT0738,6,0,노트북스탠드패드,부재(레코드추가),,실측필요,
PT0739,6,0,노트북스탠드패드,부재(레코드추가),,실측필요,
PT4492,6,0,에센셜와인오프너세트,존재(규격공백),,실측필요,
PT4657,6,0,베이직무선충전마우스패드[1],부재(레코드추가),,실측필요,
PT4698,6,0,밸류무선충전마우스패드,존재(규격공백),,실측필요,
PT4687,6,0,밸류무선충전마우스패드,부재(레코드추가),,실측필요,
PT2529,6,0,브랜디드노트북백_추가제작,존재(규격공백),,실측필요,
PT2232,6,0,브랜디드노트북백_추가제작,부재(레코드추가),,실측필요,
PT2528,6,0,브랜디드노트북백_추가제작,존재(규격공백),,실측필요,
PT4944,6,0,어드벤스3단자동우산,부재(레코드추가),,실측필요,
PT1238,6,0,슬로건다이어리(표준),부재(레코드추가),,실측필요,
PT4809,6,0,HighLight슬라이드지퍼백(1000개미만),부재(레코드추가),,실측필요,
PT4299,6,0,트리플컬러펜∣JETSTREAM,부재(레코드추가),,실측필요,
PT4471,6,0,브랜디드피규어키링,부재(레코드추가),16x8,2D_P1파서필요,
PT4094,6,0,프라임폴더블멀티충전기,부재(레코드추가),,실측필요,
PT5275,6,0,컴포트스텐머그,존재(규격공백),,실측필요,
PT5154,6,0,밸류메모큐브(S),존재(규격공백),,실측필요,
PT5226,6,0,아이덴티티스티커팩,존재(규격공백),,실측필요,
PT4821,6,0,칠링패드냉각선풍기,부재(레코드추가),,실측필요,
PT3215,6,0,포시즌 티셔츠,부재(레코드추가),베이직 라운드 티셔츠,기타참고,
PT3658,5,5,Eco페이퍼박스(S사이즈),존재(규격공백),,실측필요,
PT3665,5,3,쇼핑백,존재(규격공백),,실측필요,
PT3497,5,2,클립아트펜,존재(규격공백),,실측필요,
PT3579,5,2,버티컬무선충전패드,존재(규격공백),,실측필요,
PT0775,5,2,디자이너노트,부재(레코드추가),138x200mm,2D_P1파서필요,
PT1841,5,2,홈카페코스터,부재(레코드추가),,실측필요,
PT1720,5,2,포시즌블랭킷(무릎담요),부재(레코드추가),1000x750,2D_P1파서필요,
PT3739,5,2,플레인USB,존재(규격공백),,실측필요,
PT2081,5,2,클리어리유저블컵(스탠다드),부재(레코드추가),,실측필요,
PT5220,5,2,아이덴티티스티커팩,부재(레코드추가),최대 80 x 80 mm,2D_P1파서필요,
PT5282,5,2,아트워크 타월,존재(규격공백),,실측필요,
PT3893,5,1,미스트워터보틀,존재(규격공백),,실측필요,
PT1981,5,1,Quality슬리브박스,부재(레코드추가),,실측필요,
PT1755,5,1,프라우드투톤명함지갑(레디메이드),부재(레코드추가),,실측필요,
PT4108,5,1,홀리데이네임택,부재(레코드추가),,실측필요,
PT4381,5,1,에센셜장우산(실버),존재(규격공백),,실측필요,
PT4724,5,1,오아시스미니마사지건,부재(레코드추가),160x140x60,3D_복사가능,
PT1211,5,1,스펙트럼컬러펜[2],존재(규격공백),,실측필요,
PT0617,5,1,Solid커스텀G형박스(L사이즈),부재(레코드추가),252x210x95  펼침645*703,3D_복사가능,
PT1106,5,1,소프트터치블루투스키보드,존재(규격공백),,실측필요,
PT2780,5,1,리틀빅리유저블컵(반투명.아이보리),부재(레코드추가),,실측필요,
PT3759,5,1,리틀빅리유저블컵(블루.그린.옐로우.카키),존재(규격공백),,실측필요,
PT1809,5,1,플레인USB,부재(레코드추가),76x101,2D_P1파서필요,
PT3706,5,0,베케이션여권케이스,존재(규격공백),,실측필요,
PT2524,5,0,베케이션여권케이스,부재(레코드추가),,실측필요,
PT3692,5,0,Tailored스트랩박스,존재(규격공백),,실측필요,
PT4391,5,0,스탠리데일리텀블러,존재(규격공백),,실측필요,
PT2581,5,0,에디션골프공6구,부재(레코드추가),,실측필요,
PT2684,5,0,미르(MiiR)텀블러,부재(레코드추가),,실측필요,
PT0502,5,0,미르(MiiR)텀블러,부재(레코드추가),,실측필요,
PT4990,5,0,몰스킨2026다이어리,부재(레코드추가),,실측필요,
PT5141,5,0,오아시스미니마사지건,존재(규격공백),,실측필요,
PT2230,5,0,브랜디드노트북백_추가제작,부재(레코드추가),,실측필요,
PT3913,5,0,리멤버탁상시계,존재(규격공백),,실측필요,
PT3899,5,0,리멤버탁상시계,존재(규격공백),,실측필요,
PT3653,5,0,브랜디드노트북백,존재(규격공백),,실측필요,
PT1235,5,0,시그니처다이어리(블랙),부재(레코드추가),,실측필요,
PT4832,5,0,Solid커스텀G형박스(L사이즈),부재(레코드추가),,실측필요,
PT2691,5,0,릴리프눈마사지기,부재(레코드추가),,실측필요,
PT3583,5,0,릴리프눈마사지기,존재(규격공백),,실측필요,
PT0865,5,0,릴리프눈마사지기,부재(레코드추가),203x133x95,3D_복사가능,
PT3722,5,0,릴리프눈마사지기,존재(규격공백),,실측필요,
PT4308,5,0,그래픽배너대용량보조배터리,부재(레코드추가),,실측필요,
PT4310,5,0,그래픽배너대용량보조배터리,부재(레코드추가),,실측필요,
PT1512,5,0,유니크디퓨저[1],부재(레코드추가),185x75x60,3D_복사가능,
PT3139,5,0,포켓마켓백,존재(규격공백),,실측필요,
PT3161,5,0,포켓마켓백,부재(레코드추가),,실측필요,
PT4162,5,0,하이업노트북폴딩스탠드,부재(레코드추가),,실측필요,
PT5212,5,0,레더스킨다이어리(표준),부재(레코드추가),,실측필요,
PT3184,5,0,더블업트래블파우치(Small)_단품,부재(레코드추가),(압축후)300x200x25,3D_복사가능,
PT3187,5,0,더블업트래블파우치(Small)_단품,부재(레코드추가),,실측필요,
PT2214,5,0,프리미엄스트링후드집업(F/W),부재(레코드추가),,실측필요,
PT5104,5,0,킵세이프마그넷배터리Max,부재(레코드추가),,실측필요,
PT5274,5,0,미니어처NFC키링,존재(규격공백),,실측필요,
PT5227,5,0,아이덴티티스티커팩,존재(규격공백),,실측필요,
PT3937,5,0,스탠딩 휴대용 선풍기,존재(규격공백),,실측필요,
PT3927,5,0,스탠딩 휴대용 선풍기,부재(레코드추가),106x207x36,3D_복사가능,
PT5391,5,0,슬림 터보선풍기,부재(레코드추가),,실측필요,
PT5302,4,4,모먼트골드스파클[1],존재(규격공백),,실측필요,
PT4895,4,3,센텐스펜[1],부재(레코드추가),,실측필요,
PT3946,4,3,Storage펄프박스,존재(규격공백),,실측필요,
PT4813,4,2,밀크에코컵,존재(규격공백),,실측필요,
PT4796,4,2,밀크에코컵,부재(레코드추가),84x89(mm),2D_P1파서필요,
PT4371,4,2,히트업손난로보조배터리,존재(규격공백),,실측필요,
PT4900,4,2,심볼아크릴트로피,부재(레코드추가),80x100x9mm / 받침대 90x50mm,3D_복사가능,
PT4026,4,2,데일리짐색(단품)[1],부재(레코드추가),,실측필요,
PT1742,4,1,풀커버스프링노트,부재(레코드추가),138x200,2D_P1파서필요,
PT4967,4,1,브릭메모&캘린더스탠드,존재(규격공백),,실측필요,
PT4713,4,1,브릭메모&캘린더스탠드,존재(규격공백),,실측필요,
PT0854,4,1,리유저블캘린더,부재(레코드추가),헤드 : 122x17mm,2D_P1파서필요,
PT3693,4,1,클립아트펜,존재(규격공백),,실측필요,
PT3703,4,1,버티컬무선충전패드,존재(규격공백),,실측필요,
PT2709,4,1,버티컬무선충전패드,부재(레코드추가),,실측필요,
PT4279,4,1,Brandfit커스텀쇼핑백,존재(규격공백),,실측필요,
PT1760,4,1,프라우드투톤명함지갑(레디메이드),부재(레코드추가),120x90+40,3D_복사가능,
PT1457,4,1,오피스마우스패드(스탠다드),부재(레코드추가),240x210,2D_P1파서필요,
PT4258,4,1,Brandfit커스텀쇼핑백,부재(레코드추가),,실측필요,
PT5204,4,1,어텐션스포츠보틀,부재(레코드추가),,실측필요,
PT4683,4,1,밸류무선충전마우스패드,부재(레코드추가),,실측필요,
PT4916,4,1,챔피언피규어트로피,존재(규격공백),,실측필요,
PT2121,4,1,스타트씨드키트,부재(레코드추가),19x7,2D_P1파서필요,
PT5304,4,1,모바일오피스파우치2.0,부재(레코드추가),,실측필요,
PT2366,4,0,Quality슬리브박스,부재(레코드추가),217x247x93 펼침 339*637,3D_복사가능,
PT4485,4,0,스탠리슬림보틀,존재(규격공백),,실측필요,
PT4480,4,0,스탠리슬림보틀,부재(레코드추가),,실측필요,
PT4478,4,0,스탠리슬림보틀,존재(규격공백),,실측필요,
PT4475,4,0,스탠리슬림보틀,존재(규격공백),,실측필요,
PT1135,4,0,스타일수면안대,부재(레코드추가),100x240+40,3D_복사가능,
PT2542,4,0,스타일수면안대,존재(규격공백),,실측필요,
PT1133,4,0,스타일수면안대,부재(레코드추가),,실측필요,
PT1134,4,0,스타일수면안대,부재(레코드추가),150x235,2D_P1파서필요,
PT3288,4,0,올웨이즈양우산,부재(레코드추가),,실측필요,
PT2936,4,0,Tailored스트랩박스,부재(레코드추가),370x25,2D_P1파서필요,
PT2927,4,0,Tailored스트랩박스,부재(레코드추가),,실측필요,
PT2922,4,0,Tailored스트랩박스,존재(규격공백),,실측필요,
PT0838,4,0,레더스킨다이어리(표준),부재(레코드추가),,실측필요,
PT3638,4,0,프라우드투톤명함지갑(레디메이드),존재(규격공백),,실측필요,
PT4926,4,0,챔피언피규어트로피,존재(규격공백),,실측필요,
PT4658,4,0,베이직무선충전마우스패드[2],부재(레코드추가),,실측필요,
PT2516,4,0,마그넷오프너,존재(규격공백),,실측필요,
PT3734,4,0,마그넷오프너,존재(규격공백),,실측필요,
PT4346,4,0,에센셜장우산(실버),부재(레코드추가),,실측필요,
PT4347,4,0,에센셜장우산(실버),부재(레코드추가),,실측필요,
PT4380,4,0,에센셜장우산(실버),존재(규격공백),,실측필요,
PT2917,4,0,하이킹폴딩방석,부재(레코드추가),,실측필요,
PT4619,4,0,카드트레이피규어세트,부재(레코드추가),,실측필요,
PT3566,4,0,그립잇,존재(규격공백),,실측필요,
PT3756,4,0,그립잇,존재(규격공백),,실측필요,
PT4943,4,0,어드벤스3단자동우산,부재(레코드추가),,실측필요,
PT0866,4,0,릴리프눈마사지기,부재(레코드추가),,실측필요,
PT2395,4,0,오토매틱와인오프너,존재(규격공백),,실측필요,
PT4324,4,0,그래픽배너대용량보조배터리,존재(규격공백),,실측필요,
PT4323,4,0,그래픽배너대용량보조배터리,존재(규격공백),,실측필요,
PT4315,4,0,그래픽배너대용량보조배터리,부재(레코드추가),,실측필요,
PT4272,4,0,심볼릭스테들러:형광펜4종세트,존재(규격공백),,실측필요,
PT4169,4,0,심볼릭스테들러:형광펜4종세트,존재(규격공백),,실측필요,
PT2502,4,0,드레스업손거울,존재(규격공백),,실측필요,
PT3728,4,0,드레스업손거울,존재(규격공백),,실측필요,
PT1645,4,0,에디션골프공6구,부재(레코드추가),,실측필요,
PT1644,4,0,에디션골프공6구,부재(레코드추가),195x115x52,3D_복사가능,
PT2525,4,0,브랜드스트랩단우산,부재(레코드추가),,실측필요,
PT3601,4,0,브랜드스트랩단우산,존재(규격공백),,실측필요,
PT3608,4,0,홈카페코스터,존재(규격공백),,실측필요,
PT2604,4,0,홈카페코스터,부재(레코드추가),,실측필요,
PT3745,4,0,소프트터치블루투스키보드,존재(규격공백),,실측필요,
PT3600,4,0,소프트터치블루투스키보드,존재(규격공백),,실측필요,
PT3781,4,0,리멤버타투스티커,부재(레코드추가),,실측필요,
PT3611,4,0,리멤버타투스티커,존재(규격공백),,실측필요,
PT5086,4,0,아임히어리플렉터키링,존재(규격공백),,실측필요,
PT5085,4,0,아임히어리플렉터키링,존재(규격공백),,실측필요,
PT5091,4,0,아임히어리플렉터키링,부재(레코드추가),,실측필요,
PT5241,4,0,미니어처NFC키링,부재(레코드추가),,실측필요,
PT2792,4,0,리틀빅리유저블컵(블루.그린.옐로우.카키),존재(규격공백),,실측필요,
PT2916,4,0,하이킹폴딩방석,부재(레코드추가),,실측필요,
PT2126,4,0,스타트씨드키트,부재(레코드추가),40x7,2D_P1파서필요,
PT3217,4,0,셀렉티브전동오프너&와인잔세트,존재(규격공백),,실측필요,
PT1808,4,0,플레인USB,부재(레코드추가),,실측필요,
PT5303,4,0,모바일오피스파우치2.0,존재(규격공백),,실측필요,
PT5286,4,0,모바일오피스파우치2.0,부재(레코드추가),250 × 370 × 25mm,3D_복사가능,
PT3166,4,0,포시즌 티셔츠,부재(레코드추가),,실측필요,
PT4611,3,3,가챠머신,존재(규격공백),,실측필요,
PT2914,3,2,하이킹폴딩방석,부재(레코드추가),,실측필요,
PT2494,3,2,글로시키링,부재(레코드추가),,실측필요,
PT2273,3,2,아트워크레더다이어리,부재(레코드추가),285x200mm,2D_P1파서필요,
PT4822,3,2,칠링패드 냉각선풍기,부재(레코드추가),,실측필요,
PT2727,3,1,슬로건다이어리(표준),부재(레코드추가),,실측필요,
PT5026,3,1,시그니처다이어리(그레이),부재(레코드추가),,실측필요,
PT0855,3,1,리유저블캘린더,부재(레코드추가),122x152mm,2D_P1파서필요,
PT4919,3,1,심볼아크릴트로피[1],존재(규격공백),,실측필요,
PT0645,3,1,매트블랙텀블러,부재(레코드추가),,실측필요,
PT3631,3,1,웹캠커버,존재(규격공백),,실측필요,
PT3667,3,1,아트워크레더다이어리,존재(규격공백),,실측필요,
PT2714,3,1,아트워크레더다이어리,부재(레코드추가),,실측필요,
PT3662,3,1,슈가케인펜,존재(규격공백),,실측필요,
PT2539,3,1,슈가케인펜,부재(레코드추가),,실측필요,
PT3068,3,1,유니크디퓨저[1],부재(레코드추가),,실측필요,
PT3592,3,1,에디션골프공6구,존재(규격공백),,실측필요,
PT4328,3,1,베이직도킹형보조배터리,부재(레코드추가),,실측필요,
PT3910,3,1,주차번호판피규어세트,존재(규격공백),,실측필요,
PT3907,3,1,주차번호판피규어세트,부재(레코드추가),100x155,2D_P1파서필요,
PT1026,3,1,브랜드스트랩단우산,부재(레코드추가),,실측필요,
PT4949,3,1,브릭스탠드 멀티충전기,부재(레코드추가),,실측필요,
PT4264,3,1,플러스멀티충전스테이션,존재(규격공백),,실측필요,
PT3401,3,1,스탠리데일리텀블러,존재(규격공백),,실측필요,
PT4575,3,1,샤인미러키링,부재(레코드추가),,실측필요,
PT5257,3,1,스테이텀블러,부재(레코드추가),Ø81 x H166 mm (용량 473ml),3D_복사가능,
PT4257,3,1,Brandfit커스텀쇼핑백,부재(레코드추가),,실측필요,
PT4349,3,1,에센셜장우산(풀컬러),부재(레코드추가),,실측필요,
PT4778,3,1,해피웨이런치백(단품),부재(레코드추가),,실측필요,
PT1811,3,1,플레인USB,부재(레코드추가),,실측필요,
PT0034,3,1,슬로건 다이어리,부재(레코드추가),136x196,2D_P1파서필요,
