표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
리틀빅리유저블컵(아이보리) 850+여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
리틀빅리유저블컵(옐로우,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
리틀빅리유저블컵(옐로우),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
리틀빅리유저블컵(카키),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
리틀빅리유저블컵+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
리틀빅리유저블컵1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
리틀빅리유저블컵2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
리틀빅리유저블컵2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
리프레쉬고체치약3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
리프레쉬고체치약세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
린넨메쉬스트링파우치,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
린넨메쉬파우치 + 라운드밤부칫솔 + 리프레쉬고체치약,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
린넨메쉬파우치 + 스탠드-업칫솔 + 리프레쉬고체치약,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
린넨메쉬파우치 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
린넨메쉬파우치(칫솔+고체치약)SET,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
린넨파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷오프너100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷오프너16,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷오프너200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷오프너3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷케이블홀더,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷케이블홀더 (1)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷케이블홀더 (2)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마그넷케이블홀더 세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마대자루,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마우스1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마우스패드2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
마우스패드7,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
맞춤 클리커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러 + 슬리브,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러 - 1509 (31박스),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러 100(슬리브없음),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러 170잔여분(매트블랙텀블러슬리브없음1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러 벌크,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
매트블랙텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
매트블랙텀블러1) * 1 중대대,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
매트블랙텀블러2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
매트블랙텀블러3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
매트블랙텀블러[1카멜],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러[라이트그레이],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
매트블랙텀블러[레드],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
매트블랙텀블러[블루],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
매트블랙텀블러[카라멜],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
매트블랙텀블러그레이,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러그린,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러브라운,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러블루50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
매트블랙텀블러핑크50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
머그2개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
머그용 지지박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
머그컵,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
머그컵1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
머그컵1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
머그컵2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
멀티충전 스티커 (레드),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
멀티충전스테이션1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메뉴얼,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
메뉴얼),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메뉴얼12),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메뉴얼5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메세지스트랩+인쇄1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메세지스트랩100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메세지스트랩65+여유분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지 캐리어 파우치 키트,굿즈명,LSPH,유사,0.40,보류,jaccard score=0.40 freq=1
메시지캐리어파우치[메탈그레이],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
메시지캐리어파우치[블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치[블랙],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치[색상1],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치[색상2],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치[색상3],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치[실버],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
메시지캐리어파우치매트블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치메탈그레이,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치블랙150,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치실버150,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지캐리어파우치키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
메시지캐리어파우치키트300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메시지케리어파우치2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
메트블랙텀블러 재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
명함지갑1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
명함지갑1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
명함지갑100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
명함지갑2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
명함지갑3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
명함홀더1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모던 스텐머그,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모먼트골드스파클,굿즈명,,수기,1.00,보류,jaccard score=1.00 freq=3
모먼트일회용카메라 + 개별외박스 + 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
모바일 오피스파우치1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모바일오피스파우치 벌크,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모바일오피스파우치 샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모바일오피스파우치 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
모바일오피스파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
모바일오피스파우치2.0 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모바일오피스파우치키트230,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션박스조립샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션스탠다드박스 커버 - 1523 (1박스),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션스탠다드박스_커버,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션스탠다드박스_커버(Tower),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션스탠드 박스 커버 (벌크),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션스탠드박스(벌크),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션슬리브박스 키트26(카다로그없음),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모션슬리브박스 키트82,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
모이스트듀얼가습기 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
몰스킨2026다이어리+캘린더 set,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
몰스킨데일리노트 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
몰스킨데일리노트+데코스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
무지 캠핑체어(베이지),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니가든 피규어 세트(블럭화분,굿즈명,BRPH,유사,0.40,보류,jaccard score=0.40 freq=1
미니가든 피규어 세트샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니가든피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
미니가든피규어세트+ 브랜디드피규어,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
미니멀 무충마패,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀 스텐머그 +인쇄 (1)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀 스텐머그 +인쇄 (2)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀 스텐머그100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀머그1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀무선충전,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀무선충전 마우스패드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀무충3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미니멀스탠머그,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
미니스토어피규어세트 + 브랜디드피규어,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
미디어랩A(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미디어텍(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미러클랩(즐겨봐박스3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미르1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미르텀블러,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
미르텀블러+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
미르텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
미르텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
미르텀블러미포함 (B),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미르텀블러포함 (A),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트보틀1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트보틀2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
미스트워터보틀 100:PNA36660-스너그라운드 키트구성,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 143+(스티커X)9,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 [핑크],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 [화이트],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 보수,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 불량 판정,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (그린) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (베이지) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (보라) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (블랙) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (블루) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (빨강) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (소라) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (연보라) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀 스티커 (핑크) -,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
미스트워터보틀1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀[리제],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀[린],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀[마시로],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀[시부키],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
미스트워터보틀[타비],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밀크에코컵 (1)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밀크에코컵 (2)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바닥지,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
바닥지200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바닥지75,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바디,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바스켓리드(오트밀)인쇄 불량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바스켓바디200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바이브캠핑쿨러 박스 (벌크),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
바이브캠핑쿨러 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
박스 슬리브,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
박스10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
박스70,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
반투명 웰컴페이퍼 각,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
받침 잔여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밤부칫솔5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밤부칫솔5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
방석3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
방향제1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배경지,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
배경지(헬로카드형USB),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배경지140,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배경지150,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배경지200,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배경지210,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배경지325실버팩325,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
배류보드다이어리2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
배터리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밴드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
밸류마우스패드,굿즈명,,수기,1.00,보류,jaccard score=1.00 freq=3
밸류메모2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류메모4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류메모지1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
밸류메모지14),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류메모지2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류메모지2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
밸류메모지3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류메모지5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류무선충전마우스패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
밸류무선충전마우스패드[다크그레이_b1],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
밸류무선충전마우스패드[딥그린_b3],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
밸류무선충전마우스패드[라이트그레이_b2],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
밸류무선충전마우스패드[브라운_b4],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
밸류보드다이어리(표준,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
밸류보드다이어리+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류보드다이어리2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류보드다이어리4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
밸류큐브3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
뱀부칫솔2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
뱃지 단품,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
버티컬무선충전패드+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
버티컬무선충전패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
버티컬무선충전패드1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
버티컬무선충전패드2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
버티컬무충1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
버티컬무충2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
버티컬무충패드1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
버티컬무충패드2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
버티컬무충패드2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
버티컬무충패드3개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
버티컬충전기1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
벌크,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
벌크(리드 바디 별도)),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
"베이직도킹형보조배터리 200""",굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베이직도킹형보조배터리 2000(여분),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베이직도킹형보조배터리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
베이직도킹형보조배터리1 ),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베이직도킹형보조배터리100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베이직무선충전마우스패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베이직무선충전마우스패드50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베케이션여권케이션,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베케이션여권케이스 스탠다드 박스300,굿즈명,SOLC,유사,0.40,보류,jaccard score=0.40 freq=1
베케이션여권케이스+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
베케이션여권케이스1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
베케이션여권케이스1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
변섭 PL(25),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
보냉키트 백+커스텀 외박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
보냉키트백+신시어리외박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
보도본부(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
보조배터리 C타입)50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
볼마커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
볼마커 3종 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
볼마커 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
볼마커3종110,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
볼캡 스티커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
부속품1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
북스토어2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
분할 출고,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
불량 쿨러백,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
불박(매트블랙 텀블러_가죽슬리브),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
불박(시그니처다이어리),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드단우산300,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드스트랩단우산 재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드스트랩단우산그린,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드스트랩단우산블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드스트랩단우산옐로우100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드잇1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
브랜드잇1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
브랜드잇100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
브랜드잇2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
브랜드잇2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜드잇3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
브랜드잇3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
브랜드잇5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜드잇7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드잇내지2종,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드팝클리어키링33,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드팝키링,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
브랜드피규어,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜드피규어+카드트레이피규어세트3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드 노트북,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜디드 타월 키트,굿즈명,,수기,0.67,보류,jaccard score=0.67 freq=2
브랜디드 타월키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드노트북백 키트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
브랜디드노트북백(PD충전기+킵세이프마그넷배터리),굿즈명,PUPD,유사,0.40,보류,jaccard score=0.40 freq=1
브랜디드노트북백(stock)+글로시키링,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드노트북백100,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드타월,굿즈명,,수기,1.00,보류,jaccard score=1.00 freq=47
브랜디드타월 (2개입),굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=1
브랜디드타월 키트,굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=2
브랜디드타월300,굿즈명,,수기,1.00,보류,jaccard score=1.00 freq=1
브랜디드피규어  + 카드트레이피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 (1)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 (2)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 (3)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 + 디스플레이피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 + 미니스토어피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 + 주차번호판피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어 + 카드트레이피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜디드피규어(카드트레이피규어세트)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어(키링)30,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어+ 주차번호판피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
브랜디드피규어+ 카드트레이세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어+디스플레이피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜디드피규어150,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어2 ),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어313,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디드피규어[남],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜디드피규어[여],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
브랜디드피규어키링갓,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디파이핸드스트랩 10080+여분,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브랜디파이핸드스트랩+인쇄,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
브랜딩택,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
브랜딩택+띠지 임가공완료,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모 &캘린더 스탠드 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
브릭메모 캘린더 세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
